id,品名,陽極_過站時間,來料碼,產品狀態,不良名稱,鍛壓模穴號,退火批號,熔鑄批號,鍛壓時間
2092783,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G02-02-03062601XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2092782,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2092781,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G04-03-03062601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2092780,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C04-02-03071601XX-F60-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-24
2092779,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M02-01-03062601XX-F84-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2092778,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F06-04-03062601XX-F26-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2092777,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E04-03-03071601XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-21
2092776,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-B04-03-03071201XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2092775,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H02-04-03062401XX-F59-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2092774,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E02-02-03071201XX-F27-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2092773,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E08-03-03071601XX-F28-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092772,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A02-04-03062401XX-F55-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-15
2092771,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J03-03-03062601XX-F08-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2092770,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-01-03071601XX-F50-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092769,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-01-03071601XX-F33-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2092768,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E02-04-03071601XX-F53-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2091955,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J08-03-03062401XX-F70-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,四側面轉接線,FX-202-2#,03062401,5H18422001G,2025-08-14
2092767,Y20Housing,2025-09-02,IM-6R01-5H17422004G-501H19-L04-01-03061701XX-F87-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03061701,5H17422004G,2025-08-12
2092766,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-C02-02-03071801XX-F26-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-25
2092765,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F02-03-03071201XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2092764,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-B05-02-03070601XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03070601,5H18422003G,2025-08-20
2091954,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C05-03-03071601XX-F44-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,R角白印,FX-102-2#,03071601,5H18422002G,2025-08-21
2092763,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G01-03-03062401XX-F61-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-18
2092762,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L03-02-03070601XX-F08-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422002G,2025-08-23
2092761,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E07-03-03071601XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092760,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E04-03-03071601XX-F64-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092759,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H05-02-03071601XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2092758,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E03-04-03071601XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2092757,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M07-03-03062401XX-F86-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-19
2092756,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-H02-02-03062401XX-F79-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2092755,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M03-03-03062601XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2092754,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H01-03-03071601XX-F45-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092753,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G05-04-03071601XX-F13-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2092752,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J07-02-03062601XX-F19-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2092751,Y20Housing,2025-09-02,IM-6R01-5H17422004G-501H19-J08-02-03061601XX-F66-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03061601,5H17422004G,2025-08-05
2092750,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-L03-03-03062601XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2092749,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C05-01-03071601XX-F54-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092748,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D06-01-03071601XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092747,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F08-01-03062601XX-F04-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062601,5H18422001G,2025-08-18
2092746,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E04-01-03071601XX-F04-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092745,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F06-02-03071601XX-F49-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092744,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J08-03-03071201XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2092743,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M03-03-03062601XX-F27-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2092742,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-01-03070401XX-F70-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2092741,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D05-01-03071201XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-21
2092739,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A06-03-03071201XX-F71-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2092740,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M04-02-03061901XX-F51-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03061901,5H18422001G,2025-08-13
2092738,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-M05-01-03062401XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-16
2092737,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A02-02-03062401XX-F75-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-15
2092736,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C05-03-03071601XX-F28-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-21
2092735,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A03-03-03062401XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-19
2092734,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E03-01-03071601XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2092733,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A02-01-03062601XX-F67-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062601,5H18422001G,2025-08-18
2092732,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G07-04-03071201XX-F31-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2092731,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-B04-03-03071201XX-F39-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2092729,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H07-04-03071201XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071201,5H18422002G,2025-08-22
2092730,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D06-03-03071601XX-F76-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092728,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-03-03071601XX-F79-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092727,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C03-01-03071601XX-F58-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092726,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-J06-03-03062601XX-F11-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2092725,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-L03-03-03062601XX-F25-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2092724,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-L05-02-03062401XX-F89-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03062401,5H18422001G,2025-08-15
2092723,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G07-02-03071601XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092722,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-05-03070401XX-F90-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092721,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-04-03070401XX-F17-XXXXCXXXXXXX1-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092720,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C03-02-03071601XX-F73-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2092719,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-03-03070401XX-F49-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092718,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-K08-04-03071601XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-22
2092717,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G02-04-03071601XX-F68-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092716,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J02-04-03062601XX-F62-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-18
2092715,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H05-02-03071601XX-F68-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092714,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-B02-02-03071201XX-F28-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2092713,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J03-03-03062601XX-F91-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422003G,2025-08-18
2092712,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-01-03071601XX-F55-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092711,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-C04-01-03062001XX-F77-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-2#,03062001,5H18422001G,2025-08-13
2092710,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H01-04-03071601XX-F42-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092709,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C04-03-03071601XX-F05-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2092708,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J01-04-03071601XX-F14-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092707,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F80-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-23
2092706,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H04-01-03071601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2092705,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-L05-01-03070601XX-F43-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422002G,2025-08-23
2092704,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-A05-04-03062401XX-F72-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062401,5H18422001G,2025-08-19
2092703,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G04-04-03062601XX-F25-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2092702,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F07-02-03062601XX-F74-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2092701,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F02-02-03071201XX-F70-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2092700,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-A05-01-03071201XX-F56-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071201,5H18422002G,2025-08-22
2092699,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H05-02-03071601XX-F34-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-23
2092698,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-03-03070401XX-F91-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2092697,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F07-02-03071601XX-F59-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092696,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H08-03-03071201XX-F06-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-23
2092695,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J03-03-03071201XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2092694,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-E06-02-03062401XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXX1,良品,,FX-未知,03062401,5H18422001G,
2092693,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-D03-03-03070401XX-F59-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092692,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-C03-02-03071601XX-F38-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03071601,5H18422002G,2025-08-23
2092691,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D05-02-03071201XX-F30-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071201,5H18422002G,2025-08-21
2092689,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C05-01-03070401XX-F51-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092690,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-D07-01-03071201XX-F31-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071201,5H18422002G,2025-08-21
2092688,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C04-05-03070401XX-F78-XXXXCXXXXXXXX-A107080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092687,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-F07-01-03062601XX-F89-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03062601,5H18422001G,2025-08-18
2092686,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-J04-04-03062601XX-F40-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422003G,2025-08-19
2092685,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-G01-04-03062401XX-F24-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062401,5H18422001G,2025-08-18
2092684,Y20Housing,2025-09-02,IM-6R01-5J21422004G-301J22-F08-03-03080501XX-F25-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-202-1#,03080501,5J21422004G,2025-08-16
2092683,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-G04-02-03071601XX-F22-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-2#,03071601,5H18422002G,2025-08-23
2092682,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-02-03070401XX-F40-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2092680,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-B05-03-03070401XX-F85-XXXXCXXXXXXXX-A107080706207080101-07092601,良品,,創新C-A,03070401,5H18422003G,
2092681,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C06-01-03070401XX-F49-XXXXCXXXXXXXX-A207080706207090101-07101101,良品,,創新C-A,03070401,5H18422003G,
2092679,Y20Housing,2025-09-02,IM-6R01-5H18422001G-601H21-B04-01-03062601XX-F32-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-602-1#,03062601,5H18422001G,2025-08-18
2092678,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-J01-04-03071601XX-F26-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-23
2091953,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-F06-01-03071601XX-F61-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,不良,A級面碰傷,FX-102-2#,03071601,5H18422002G,2025-08-24
2092677,Y20Housing,2025-09-02,IM-6R01-5J21422003G-501J23-C02-02-03071801XX-F48-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071801,5J21422003G,2025-08-25
2092676,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E08-04-03071601XX-F81-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-1#,03071601,5H18422002G,2025-08-22
2092674,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-E01-04-03071601XX-F74-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
2092675,Y20Housing,2025-09-02,IN-6R01-5H18422003G-801H20-C08-03-03070401XX-F05-XXXXCXXXXXXXX-A107090706207100101-07110401,良品,,創新C-A,03070401,5H18422003G,
2092673,Y20Housing,2025-09-02,IM-6R01-5H18422003G-801H20-M06-03-03070601XX-F21-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03070601,5H18422003G,2025-08-20
2092672,Y20Housing,2025-09-02,IM-6R01-5H18422002G-701H21-H06-02-03071601XX-F46-XXXXXXXXXXXXX-XXXXXXXXXXXXXXXXXXX-XXXXXXXX,良品,,FX-102-2#,03071601,5H18422002G,2025-08-22
